date,district,rainfall_mm,river_gauge_m,danger_gauge_m,gauge_exceed,population_density,road_accessibility_index,distance_to_coast_km,past_incident_30d,lat,lon,relief_kits_demand,rainfall_lag1,gauge_lag1,rainfall_lag3,gauge_lag3,rainfall_lag7,gauge_lag7,rainfall_lag14,gauge_lag14,rainfall_roll3,demand_roll3,rainfall_roll7,demand_roll7,rainfall_roll14,demand_roll14,rainfall_roll30,demand_roll30,gauge_trend_7,doy,sin_doy,cos_doy,is_monsoon,is_cyclone_season,district_cat
2023-02-23,Jagatsinghpur,0.4,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,85,2.1,0.51,1.5,0.5,0.3,0.5,0.5,0.59,2.600000000000038,93.66666666666667,7.300000000000015,93.42857142857143,14.2,91.57142857142857,38.6,91.13333333333334,0.0,54,0.8009803309782905,0.5986906625177214,0,0,Jagatsinghpur
2023-02-24,Jagatsinghpur,1.6,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,90,0.4,0.5,0.1,0.5,0.6,0.5,3.4,0.6,4.100000000000038,95.0,8.300000000000015,93.71428571428571,12.399999999999999,91.21428571428571,39.300000000000004,91.36666666666666,0.0,55,0.8111602420785621,0.5848239578463322,0,0,Jagatsinghpur
2023-02-25,Jagatsinghpur,0.2,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,87,1.6,0.5,2.1,0.51,1.2,0.5,0.1,0.55,2.200000000000038,87.33333333333333,7.300000000000015,93.71428571428571,12.5,92.0,37.5,91.03333333333333,0.0,56,0.8211001178128892,0.5707841943569036,0,0,Jagatsinghpur
2023-02-26,Jagatsinghpur,1.5,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,90,0.2,0.5,0.4,0.5,1.4,0.5,0.3,0.5,3.300000000000038,89.0,7.400000000000015,92.71428571428571,13.7,92.35714285714286,37.199999999999996,91.23333333333333,0.0,57,0.8307970168121247,0.5565755266413303,0,0,Jagatsinghpur
2023-02-27,Jagatsinghpur,0.1,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,80,1.5,0.5,1.6,0.5,1.5,0.5,0.4,0.5,1.8000000000000378,85.66666666666667,6.000000000000014,89.71428571428571,13.399999999999999,92.21428571428571,35.8,90.76666666666667,0.0,58,0.8402480696078469,0.5422021592729844,0,0,Jagatsinghpur
2023-02-28,Jagatsinghpur,1.3,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,98,0.1,0.5,0.2,0.5,0.1,0.5,1.3,0.5,2.9000000000000377,89.33333333333333,7.200000000000015,91.42857142857143,13.4,92.85714285714286,36.7,91.2,0.0,59,0.8494504794814806,0.527668345562516,0,0,Jagatsinghpur
2023-03-01,Jagatsinghpur,1.7,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,91,1.3,0.5,1.5,0.5,2.1,0.51,1.1,0.5,3.100000000000038,89.66666666666667,6.800000000000015,88.71428571428571,14.0,92.07142857142857,37.2,91.16666666666667,-0.010000000000000009,60,0.8584015232918917,0.512978386299228,0,0,Jagatsinghpur
2023-03-02,Jagatsinghpur,0.5,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,105,1.7,0.5,0.1,0.5,0.4,0.5,0.3,0.5,3.5000000000000377,98.0,6.900000000000015,91.57142857142857,14.2,92.5,36.9,91.76666666666667,0.0,61,0.8670985522812081,0.4981366284784055,0,0,Jagatsinghpur
2023-03-03,Jagatsinghpur,3.8,0.51,5.2,0.0,689,0.45,6,0,20.25,86.17,106,0.5,0.5,1.3,0.5,1.6,0.5,0.6,0.5,6.000000000000037,100.66666666666667,9.100000000000016,93.85714285714286,17.4,93.78571428571429,40.3,92.7,0.010000000000000009,62,0.8755389928586302,0.4831474640149687,0,0,Jagatsinghpur
2023-03-04,Jagatsinghpur,2.4,0.53,5.2,0.0,689,0.45,6,0,20.25,86.17,98,3.8,0.51,1.7,0.5,0.2,0.5,1.2,0.5,6.700000000000038,103.0,11.300000000000013,95.42857142857143,18.6,94.57142857142857,42.0,92.73333333333333,0.030000000000000027,63,0.8837203473619977,0.4680153284438345,0,0,Jagatsinghpur
2023-03-05,Jagatsinghpur,0.5,0.52,5.2,0.0,689,0.45,6,0,20.25,86.17,103,2.4,0.53,0.5,0.5,1.5,0.5,1.4,0.5,6.700000000000038,102.33333333333333,10.300000000000013,97.28571428571429,17.7,95.0,42.1,93.26666666666667,0.020000000000000018,64,0.8916401947968874,0.45274469960737107,0,0,Jagatsinghpur
2023-03-06,Jagatsinghpur,1.0,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,96,0.5,0.52,3.8,0.51,0.1,0.5,1.5,0.5,3.9000000000000377,99.0,11.200000000000014,99.57142857142857,17.2,94.64285714285714,40.900000000000006,93.4,0.0,65,0.8992961915530253,0.4373400963303323,0,0,Jagatsinghpur
2023-03-07,Jagatsinghpur,0.6,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,95,1.0,0.5,2.4,0.53,1.3,0.5,0.1,0.5,2.100000000000038,98.0,10.500000000000012,99.14285714285714,17.7,95.28571428571429,40.4,93.56666666666666,0.0,66,0.9066860720977985,0.4218060770826634,0,0,Jagatsinghpur
2023-03-08,Jagatsinghpur,0.9,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,86,0.6,0.5,0.5,0.52,1.7,0.5,2.1,0.51,2.5000000000000377,92.33333333333333,9.700000000000014,98.42857142857143,16.5,93.57142857142857,33.400000000000006,92.86666666666666,0.0,67,0.9138076496466615,0.40614723863057883,0,0,Jagatsinghpur
2023-03-09,Jagatsinghpur,0.8,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,89,0.9,0.5,1.0,0.5,0.5,0.5,0.4,0.5,2.300000000000038,90.0,10.000000000000014,96.14285714285714,16.9,93.85714285714286,31.9,92.83333333333333,0.0,68,0.9206588168102428,0.3903682146763026,0,0,Jagatsinghpur
2023-03-10,Jagatsinghpur,0.4,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,96,0.8,0.5,0.6,0.5,3.8,0.51,1.6,0.5,2.100000000000038,90.33333333333333,6.600000000000014,94.71428571428571,15.7,94.28571428571429,32.0,92.73333333333333,-0.010000000000000009,69,0.9272375462179537,0.374473674486883,0,0,Jagatsinghpur
2023-03-11,Jagatsinghpur,0.2,0.53,5.2,0.0,689,0.45,6,0,20.25,86.17,94,0.4,0.5,0.9,0.5,2.4,0.53,0.2,0.5,1.4000000000000379,93.0,4.400000000000014,94.14285714285714,15.7,94.78571428571429,31.7,92.86666666666666,0.0,70,0.9335418911179212,0.35846832151248087,0,0,Jagatsinghpur
2023-03-12,Jagatsinghpur,0.6,0.52,5.2,0.0,689,0.45,6,0,20.25,86.17,85,0.2,0.53,0.8,0.5,0.5,0.52,1.5,0.5,1.2000000000000377,91.66666666666667,4.500000000000014,91.57142857142857,14.799999999999999,94.42857142857143,28.9,92.53333333333333,0.0,71,0.9395699859530622,0.342356891994542,0,0,Jagatsinghpur
2023-03-13,Jagatsinghpur,0.1,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,105,0.6,0.52,0.4,0.5,1.0,0.5,0.1,0.5,0.9000000000000377,94.66666666666667,3.6000000000000143,92.85714285714286,14.799999999999999,96.21428571428571,28.900000000000002,93.5,0.0,72,0.945320046913132,0.3261441535642696,0,0,Jagatsinghpur
2023-03-14,Jagatsinghpur,1.5,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,91,0.1,0.5,0.2,0.53,0.6,0.5,1.3,0.5,2.2000000000000375,93.66666666666667,4.500000000000014,92.28571428571429,15.0,95.71428571428571,30.1,93.7,0.0,73,0.9507903724625832,0.3098349038318025,0,0,Jagatsinghpur
2023-03-15,Jagatsinghpur,0.3,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,97,1.5,0.5,0.6,0.52,0.9,0.5,1.7,0.5,1.9000000000000377,97.66666666666667,3.900000000000014,93.85714285714286,13.6,96.14285714285714,30.0,94.2,0.0,74,0.9559793438440766,0.2934339689665273,0,0,Jagatsinghpur
2023-03-16,Jagatsinghpur,1.5,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,95,0.3,0.5,0.1,0.5,0.8,0.5,0.5,0.5,3.3000000000000376,94.33333333333333,4.600000000000014,94.71428571428571,14.6,95.42857142857143,30.200000000000003,94.4,0.0,75,0.9608854255574977,0.27694620226893646,0,0,Jagatsinghpur
2023-03-17,Jagatsinghpur,0.8,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,94,1.5,0.5,1.5,0.5,0.4,0.5,3.8,0.51,2.600000000000038,95.33333333333333,5.000000000000014,94.42857142857143,11.6,94.57142857142857,29.900000000000002,94.13333333333334,0.0,76,0.9655071658143364,0.2603764827344581,0,0,Jagatsinghpur
2023-03-18,Jagatsinghpur,1.9,0.54,5.2,0.0,689,0.45,6,0,20.25,86.17,91,0.8,0.5,0.3,0.5,0.2,0.53,2.4,0.53,4.2000000000000375,93.33333333333333,6.700000000000014,94.0,11.099999999999998,94.07142857142857,31.5,93.86666666666666,0.010000000000000009,77,0.969843196967294,0.24372971360968387,0,0,Jagatsinghpur
2023-03-19,Jagatsinghpur,0.5,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,91,1.9,0.54,1.5,0.5,0.6,0.52,0.5,0.52,3.2000000000000375,92.0,6.600000000000014,94.85714285714286,11.099999999999998,93.21428571428571,31.4,93.96666666666667,-0.020000000000000018,78,0.9738922359149924,0.22701082094141847,0,0,Jagatsinghpur
2023-03-20,Jagatsinghpur,2.2,0.53,5.2,0.0,689,0.45,6,0,20.25,86.17,83,0.5,0.5,0.8,0.5,0.1,0.5,1.0,0.5,4.600000000000037,88.33333333333333,8.700000000000014,91.71428571428571,12.299999999999999,92.28571428571429,32.4,93.83333333333333,0.030000000000000027,79,0.9776530844816641,0.2102247521189836,0,0,Jagatsinghpur
2023-03-21,Jagatsinghpur,1.7,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,101,2.2,0.53,1.9,0.54,1.5,0.5,0.6,0.5,4.400000000000038,91.66666666666667,8.900000000000015,93.14285714285714,13.399999999999999,92.71428571428571,32.7,93.96666666666667,0.0,80,0.981124629771712,0.19337647441020586,0,0,Jagatsinghpur
2023-03-22,Jagatsinghpur,0.8,0.56,5.2,0.0,689,0.45,6,0,20.25,86.17,96,1.7,0.5,0.5,0.5,0.3,0.5,0.9,0.5,4.7000000000000375,93.33333333333333,9.400000000000013,93.0,13.299999999999999,93.42857142857143,32.0,93.8,0.06000000000000005,81,0.984305844499033,0.17647097349152166,0,0,Jagatsinghpur
2023-03-23,Jagatsinghpur,1.3,0.53,5.2,0.0,689,0.45,6,0,20.25,86.17,106,0.8,0.56,2.2,0.53,1.5,0.5,0.8,0.5,3.800000000000037,101.0,9.200000000000015,94.57142857142857,13.8,94.64285714285714,33.2,94.46666666666667,0.030000000000000027,82,0.9871957872910085,0.15951325197263655,0,0,Jagatsinghpur
2023-03-24,Jagatsinghpur,2.2,0.51,5.2,0.0,689,0.45,6,0,20.25,86.17,95,1.3,0.53,1.7,0.5,0.8,0.5,0.4,0.5,4.300000000000037,99.0,10.600000000000014,94.71428571428571,15.6,94.57142857142857,33.300000000000004,93.96666666666667,0.010000000000000009,83,0.9897936029670716,0.14250832791617088,0,0,Jagatsinghpur
2023-03-25,Jagatsinghpur,0.1,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,81,2.2,0.51,0.8,0.56,1.9,0.54,0.2,0.53,3.6000000000000374,94.0,8.800000000000013,93.28571428571429,15.499999999999998,93.64285714285714,33.0,93.83333333333333,-0.040000000000000036,84,0.992098522791769,0.12546123335273648,0,0,Jagatsinghpur
2023-03-26,Jagatsinghpur,1.3,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,103,0.1,0.5,1.3,0.53,0.5,0.5,0.6,0.52,3.600000000000037,93.0,9.600000000000016,95.0,16.2,94.92857142857143,32.7,94.26666666666667,0.0,85,0.9941098647022418,0.10837701279187609,0,0,Jagatsinghpur
2023-03-27,Jagatsinghpur,1.2,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,90,1.3,0.5,2.2,0.51,2.2,0.53,0.1,0.5,2.600000000000037,91.33333333333333,8.600000000000014,96.0,17.3,93.85714285714286,33.699999999999996,94.36666666666666,-0.030000000000000027,86,0.9958270335100595,0.09126072172931188,0,0,Jagatsinghpur
2023-03-28,Jagatsinghpur,3.5,0.55,5.2,0.0,689,0.45,6,0,20.25,86.17,71,1.2,0.5,0.1,0.5,1.7,0.5,1.5,0.5,6.000000000000037,88.0,10.400000000000015,91.71428571428571,19.3,92.42857142857143,35.699999999999996,93.73333333333333,0.050000000000000044,87,0.9972495210773451,0.07411742515094437,0,0,Jagatsinghpur
2023-03-29,Jagatsinghpur,5.8,0.59,5.2,0.0,689,0.45,6,0,20.25,86.17,110,3.5,0.55,1.3,0.5,0.8,0.56,0.3,0.5,10.500000000000036,90.33333333333333,15.400000000000015,93.71428571428571,24.799999999999997,93.35714285714286,41.4,94.73333333333333,0.029999999999999916,88,0.998376906467142,0.056952196034039754,0,0,Jagatsinghpur
2023-03-30,Jagatsinghpur,2.7,0.54,5.2,0.0,689,0.45,6,0,20.25,86.17,104,5.8,0.59,1.2,0.5,1.3,0.53,1.5,0.5,12.000000000000037,95.0,16.800000000000015,93.42857142857143,26.0,94.0,42.8,94.93333333333334,0.010000000000000009,89,0.9992088560679753,0.03977011384605572,0,0,Jagatsinghpur
2023-03-31,Jagatsinghpur,2.2,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,104,2.7,0.54,3.5,0.55,2.2,0.51,0.8,0.5,10.700000000000035,106.0,16.800000000000015,94.71428571428571,27.4,94.71428571428571,43.3,95.36666666666666,-0.010000000000000009,90,0.9997451236925734,0.022576263041545485,0,0,Jagatsinghpur
2023-04-01,Jagatsinghpur,1.8,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,87,2.2,0.5,5.8,0.59,0.1,0.5,1.9,0.54,6.700000000000037,98.33333333333333,18.500000000000014,95.57142857142857,27.3,94.42857142857143,44.599999999999994,94.76666666666667,0.0,91,0.9999855506507186,0.005375731557583884,0,0,Jagatsinghpur
2023-04-02,Jagatsinghpur,1.4,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,96,1.8,0.5,2.7,0.54,1.3,0.5,0.5,0.5,5.400000000000037,95.66666666666667,18.600000000000012,94.57142857142857,28.2,94.78571428571429,42.2,94.43333333333334,0.0,92,0.9999300657962057,-0.011826390691832589,0,0,Jagatsinghpur
2023-04-03,Jagatsinghpur,1.7,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,98,1.4,0.5,2.2,0.5,1.2,0.5,2.2,0.53,4.900000000000036,93.66666666666667,19.100000000000012,95.71428571428571,27.7,95.85714285714286,41.5,94.43333333333334,0.0,93,0.9995786855478958,-0.029025013321975237,0,0,Jagatsinghpur
2023-04-04,Jagatsinghpur,3.8,0.52,5.2,0.0,689,0.45,6,0,20.25,86.17,105,1.7,0.5,1.8,0.5,3.5,0.55,1.7,0.5,6.900000000000036,99.66666666666667,19.400000000000013,100.57142857142857,29.8,96.14285714285714,44.800000000000004,94.5,-0.030000000000000027,94,0.9989315138848577,-0.046215046983708354,0,0,Jagatsinghpur
2023-04-05,Jagatsinghpur,0.7,0.52,5.2,0.0,689,0.45,6,0,20.25,86.17,86,3.8,0.52,1.4,0.5,5.8,0.59,0.8,0.56,6.200000000000036,96.33333333333333,14.300000000000015,97.14285714285714,29.7,95.42857142857143,44.5,94.16666666666667,-0.06999999999999995,95,0.9979887423155984,-0.06339140486951038,0,0,Jagatsinghpur
2023-04-06,Jagatsinghpur,1.1,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,94,0.7,0.52,1.7,0.5,2.7,0.54,1.3,0.53,5.600000000000036,95.0,12.700000000000015,95.71428571428571,29.5,94.57142857142857,45.0,94.13333333333334,-0.040000000000000036,96,0.9967506498213929,-0.08054900421874167,0,0,Jagatsinghpur
2023-04-07,Jagatsinghpur,1.6,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,101,1.1,0.5,3.8,0.52,2.2,0.5,2.2,0.51,3.4000000000000368,93.66666666666667,12.100000000000014,95.28571428571429,28.900000000000002,95.0,45.7,94.63333333333334,0.0,97,0.9952176027737294,-0.09768276782171598,0,0,Jagatsinghpur
2023-04-08,Jagatsinghpur,0.5,0.5,5.2,0.0,689,0.45,6,0,20.25,86.17,76,1.6,0.5,0.7,0.52,1.8,0.5,0.1,0.5,3.2000000000000366,90.33333333333333,10.800000000000013,93.71428571428571,29.3,94.64285714285714,45.400000000000006,94.2,0.0,98,0.9933900548258936,-0.11478762552212701,0,0,Jagatsinghpur
2023-04-09,Jagatsinghpur,4.4,0.57,5.2,0.0,689,0.45,6,0,20.25,86.17,102,0.5,0.5,1.1,0.5,1.4,0.5,1.3,0.5,6.500000000000037,93.0,13.800000000000015,94.57142857142857,32.4,94.57142857142857,49.4,94.4,0.06999999999999995,99,0.9912685467787256,-0.13185851571739118,0,0,Jagatsinghpur
2023-04-10,Jagatsinghpur,3.4,0.62,5.2,0.0,689,0.45,6,0,20.25,86.17,107,4.4,0.57,1.6,0.5,1.7,0.5,1.2,0.5,8.300000000000036,95.0,15.500000000000014,95.85714285714286,34.6,95.78571428571429,52.6,94.83333333333333,0.12,100,0.9888537064205885,-0.1488903868564548,0,0,Jagatsinghpur
2023-04-11,Jagatsinghpur,2.2,0.61,5.2,0.0,689,0.45,6,0,20.25,86.17,107,3.4,0.62,0.5,0.5,3.8,0.52,3.5,0.55,10.000000000000037,105.33333333333333,13.900000000000015,96.14285714285714,33.3,98.35714285714286,54.2,95.56666666666666,0.08999999999999997,101,0.986146248341595,-0.16587819893463143,0,0,Jagatsinghpur
2023-04-12,Jagatsinghpur,25.2,1.1,5.2,0.0,689,0.45,6,0,20.25,86.17,188,2.2,0.61,4.4,0.57,0.7,0.52,5.8,0.59,30.800000000000036,134.0,38.40000000000001,110.71428571428571,52.7,103.92857142857143,79.3,98.33333333333333,0.5800000000000001,102,0.9831469737221499,-0.1828169249850199,0,0,Jagatsinghpur
2023-04-13,Jagatsinghpur,2.0,0.97,5.2,0.0,689,0.45,6,0,20.25,86.17,101,25.2,1.1,3.4,0.62,1.1,0.5,2.7,0.54,29.400000000000038,132.0,39.30000000000001,111.71428571428571,52.0,103.71428571428571,79.8,98.66666666666667,0.47,103,0.9798567700958665,-0.1997015525660636,0,0,Jagatsinghpur
2023-04-14,Jagatsinghpur,1.2,0.86,5.2,0.0,689,0.45,6,0,20.25,86.17,105,2.0,0.97,2.2,0.61,1.6,0.5,2.2,0.5,28.400000000000034,131.33333333333334,38.90000000000001,112.28571428571429,51.0,103.78571428571429,80.7,98.93333333333334,0.36,104,0.9762766110869321,-0.21652708524481437,0,0,Jagatsinghpur
2023-04-15,Jagatsinghpur,1.0,0.84,5.2,0.0,689,0.45,6,0,20.25,86.17,98,1.2,0.86,25.2,1.1,0.5,0.5,1.8,0.5,4.200000000000036,101.33333333333333,39.40000000000001,115.42857142857143,50.2,104.57142857142857,80.2,99.03333333333333,0.33999999999999997,105,0.9724075561219968,-0.23328854407545518,0,0,Jagatsinghpur
2023-04-16,Jagatsinghpur,2.1,0.8,5.2,0.0,689,0.45,6,0,20.25,86.17,77,1.0,0.84,2.0,0.97,4.4,0.57,1.4,0.5,4.300000000000035,93.33333333333333,37.10000000000001,111.85714285714286,50.9,103.21428571428571,81.5,98.46666666666667,0.2300000000000001,106,0.9682507501166718,-0.2499809690726521,0,0,Jagatsinghpur
2023-04-17,Jagatsinghpur,1.6,0.75,5.2,0.0,689,0.45,6,0,20.25,86.17,90,2.1,0.8,1.2,0.86,3.4,0.62,1.7,0.5,4.700000000000035,88.33333333333333,35.30000000000001,109.42857142857143,50.8,102.64285714285714,81.2,98.43333333333334,0.13,107,0.9638074231367307,-0.26659942067929354,0,0,Jagatsinghpur
2023-04-18,Jagatsinghpur,0.2,0.67,5.2,0.0,689,0.45,6,0,20.25,86.17,99,1.6,0.75,1.0,0.84,2.2,0.61,3.8,0.52,3.9000000000000354,88.66666666666667,33.30000000000001,108.28571428571429,47.2,102.21428571428571,80.9,98.7,0.06000000000000005,108,0.9590788900341131,-0.28313898122818354,0,0,Jagatsinghpur
2023-04-19,Jagatsinghpur,3.1,0.71,5.2,0.0,689,0.45,6,0,20.25,86.17,94,0.2,0.67,2.1,0.8,25.2,1.1,0.7,0.52,4.900000000000036,94.33333333333333,11.200000000000014,94.85714285714286,49.6,102.78571428571429,81.8,99.06666666666666,-0.3900000000000001,109,0.9540665500578387,-0.2995947563972602,0,0,Jagatsinghpur
2023-04-20,Jagatsinghpur,3.4,0.75,5.2,0.0,689,0.45,6,0,20.25,86.17,109,3.1,0.71,1.6,0.75,2.0,0.97,1.1,0.5,6.700000000000036,100.66666666666667,12.600000000000014,96.0,51.900000000000006,103.85714285714286,83.5,99.33333333333333,-0.21999999999999997,110,0.9487718864399473,-0.31596187665790293,0,0,Jagatsinghpur
2023-04-21,Jagatsinghpur,0.4,0.69,5.2,0.0,689,0.45,6,0,20.25,86.17,95,3.4,0.75,0.2,0.67,1.2,0.86,1.6,0.5,6.900000000000036,99.33333333333333,11.800000000000015,94.57142857142857,50.7,103.42857142857143,83.1,99.3,-0.17000000000000004,111,0.9431964659565866,-0.33223549871590435,0,0,Jagatsinghpur
2023-04-22,Jagatsinghpur,1.2,0.64,5.2,0.0,689,0.45,6,0,20.25,86.17,105,0.4,0.69,3.1,0.71,1.0,0.84,0.5,0.5,5.0000000000000355,103.0,12.000000000000014,95.57142857142857,51.400000000000006,105.5,83.0,99.26666666666667,-0.19999999999999996,112,0.9373419384643772,-0.3484108069446808,0,0,Jagatsinghpur
2023-04-23,Jagatsinghpur,0.4,0.6,5.2,0.0,689,0.45,6,0,20.25,86.17,86,1.2,0.64,3.4,0.75,2.1,0.8,4.4,0.57,2.0000000000000355,95.33333333333333,10.300000000000013,96.85714285714286,47.4,104.35714285714286,81.2,98.96666666666667,-0.20000000000000007,113,0.9312100364121947,-0.3644830148102912,0,0,Jagatsinghpur
2023-04-24,Jagatsinghpur,1.9,0.59,5.2,0.0,689,0.45,6,0,20.25,86.17,80,0.4,0.6,0.4,0.69,1.6,0.75,3.4,0.62,3.5000000000000355,90.33333333333333,10.600000000000014,95.42857142857143,45.9,102.42857142857143,83.0,98.93333333333334,-0.16000000000000003,114,0.9248025743285089,-0.38044736628785164,0,0,Jagatsinghpur
2023-04-25,Jagatsinghpur,5.8,0.64,5.2,0.0,689,0.45,6,0,20.25,86.17,104,1.9,0.59,1.2,0.64,0.2,0.67,2.2,0.61,8.100000000000035,90.0,16.200000000000014,96.14285714285714,49.5,102.21428571428571,87.5,98.96666666666667,-0.030000000000000027,115,0.9181214482844365,-0.39629913726891813,0,0,Jagatsinghpur
2023-04-26,Jagatsinghpur,1.5,0.58,5.2,0.0,689,0.45,6,0,20.25,86.17,82,5.8,0.64,0.4,0.6,3.1,0.71,25.2,1.1,9.200000000000035,88.66666666666667,14.600000000000012,94.42857142857143,25.8,94.64285714285714,87.8,98.7,-0.13,116,0.9111686353326631,-0.41203363695942635,0,0,Jagatsinghpur
2023-04-27,Jagatsinghpur,3.4,0.63,5.2,0.0,689,0.45,6,0,20.25,86.17,95,1.5,0.58,1.9,0.59,3.4,0.75,2.0,0.97,10.700000000000035,93.66666666666667,14.600000000000014,92.42857142857143,27.2,94.21428571428571,87.7,99.5,-0.12,117,0.9039461929224011,-0.42764620926777464,0,0,Jagatsinghpur
2023-04-28,Jagatsinghpur,0.2,0.6,5.2,0.0,689,0.45,6,0,20.25,86.17,69,3.4,0.63,5.8,0.64,0.4,0.69,1.2,0.86,5.100000000000035,82.0,14.400000000000015,88.71428571428571,26.2,91.64285714285714,82.10000000000001,98.13333333333334,-0.08999999999999997,118,0.8964562582905575,-0.44313223418263453,0,0,Jagatsinghpur
2023-04-29,Jagatsinghpur,1.3,0.6,5.2,0.0,689,0.45,6,0,20.25,86.17,92,0.2,0.6,1.5,0.58,1.2,0.64,1.0,0.84,4.900000000000036,85.33333333333333,14.500000000000012,86.85714285714286,26.5,91.21428571428571,80.7,97.73333333333333,-0.040000000000000036,119,0.8887010478292915,-0.45848712914008766,0,0,Jagatsinghpur
2023-04-30,Jagatsinghpur,2.5,0.61,5.2,0.0,689,0.45,6,0,20.25,86.17,99,1.3,0.6,3.4,0.63,0.4,0.6,2.1,0.8,4.0000000000000355,86.66666666666667,16.600000000000016,88.71428571428571,26.9,92.78571428571429,81.0,97.56666666666666,0.010000000000000009,120,0.8806828564301475,-0.47370635037968,0,0,Jagatsinghpur
2023-05-01,Jagatsinghpur,2.5,0.66,5.2,0.0,689,0.45,6,0,20.25,86.17,100,2.5,0.61,0.2,0.6,1.9,0.59,1.6,0.75,6.300000000000035,97.0,17.200000000000014,91.57142857142857,27.8,93.5,81.7,98.0,0.07000000000000006,121,0.8724040568049612,-0.48878539428899265,0,0,Jagatsinghpur
2023-05-02,Jagatsinghpur,0.4,0.55,5.2,0.0,689,0.45,6,0,20.25,86.17,96,2.5,0.66,1.3,0.6,5.8,0.64,0.2,0.67,5.400000000000036,98.33333333333333,11.800000000000013,90.42857142857143,28.0,93.28571428571429,80.7,98.0,-0.08999999999999997,122,0.8638670987837349,-0.503719798736334,0,0,Jagatsinghpur
2023-05-03,Jagatsinghpur,4.3,0.56,5.2,0.0,689,0.45,6,0,20.25,86.17,104,0.4,0.55,2.5,0.61,1.5,0.58,3.1,0.71,7.200000000000036,100.0,14.600000000000016,93.57142857142857,29.2,94.0,83.3,98.2,-0.019999999999999907,123,0.8550745085896932,-0.518505144391157,0,0,Jagatsinghpur
2023-05-04,Jagatsinghpur,4.8,0.63,5.2,0.0,689,0.45,6,0,20.25,86.17,98,4.3,0.56,2.5,0.66,3.4,0.63,3.4,0.75,9.500000000000036,99.33333333333333,16.000000000000014,94.0,30.599999999999998,93.21428571428571,84.3,97.96666666666667,0.0,124,0.8460288880917339,-0.533137056031809,0,0,Jagatsinghpur
2023-05-05,Jagatsinghpur,0.9,0.68,5.2,0.0,689,0.45,6,0,20.25,86.17,100,4.8,0.63,0.4,0.55,0.2,0.6,0.4,0.69,10.000000000000036,100.66666666666667,16.700000000000014,98.42857142857143,31.099999999999998,93.57142857142857,84.5,98.43333333333334,0.08000000000000007,125,0.8367329140344921,-0.5476112038402312,0,0,Jagatsinghpur
2023-05-06,Jagatsinghpur,8.2,0.79,5.2,0.0,689,0.45,6,0,20.25,86.17,120,0.9,0.68,4.3,0.56,1.3,0.6,1.2,0.64,13.900000000000034,106.0,23.600000000000016,102.42857142857143,38.1,94.64285714285714,91.6,99.3,0.19000000000000006,126,0.8271893372462497,-0.5619233046832195,0,0,Jagatsinghpur
2023-05-07,Jagatsinghpur,3.2,0.82,5.2,0.0,689,0.45,6,0,20.25,86.17,97,8.2,0.79,4.8,0.63,2.5,0.61,0.4,0.6,12.300000000000033,105.66666666666667,24.300000000000015,102.14285714285714,40.9,95.42857142857143,93.2,99.16666666666667,0.20999999999999996,127,0.8174009818249189,-0.5760691233798758,0,0,Jagatsinghpur
2023-05-08,Jagatsinghpur,0.5,0.78,5.2,0.0,689,0.45,6,0,20.25,86.17,89,3.2,0.82,0.9,0.68,2.5,0.66,1.9,0.59,11.900000000000034,102.0,22.300000000000015,100.57142857142857,39.5,96.07142857142857,93.2,99.6,0.12,128,0.8073707443023492,-0.5900444739548627,0,0,Jagatsinghpur
