date,district,rainfall_mm,river_gauge_m,danger_gauge_m,gauge_exceed,population_density,road_accessibility_index,distance_to_coast_km,past_incident_30d,lat,lon,relief_kits_demand
2021-03-29,Balasore,3.5,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-03-30,Balasore,0.1,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,65
2021-03-31,Balasore,0.8,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-04-01,Balasore,2.5,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-04-02,Balasore,0.2,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,63
2021-04-03,Balasore,3.3,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,88
2021-04-04,Balasore,1.6,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-04-05,Balasore,0.9,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2021-04-06,Balasore,2.9,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,85
2021-04-07,Balasore,2.7,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-04-08,Balasore,0.2,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,70
2021-04-09,Balasore,4.0,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,93
2021-04-10,Balasore,2.1,0.54,5.8,0.0,601,0.62,15,0,21.5,86.93,88
2021-04-11,Balasore,0.9,0.54,5.8,0.0,601,0.62,15,0,21.5,86.93,68
2021-04-12,Balasore,1.7,0.55,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-04-13,Balasore,2.0,0.55,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-04-14,Balasore,1.3,0.56,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-04-15,Balasore,1.5,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2021-04-16,Balasore,1.0,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,82
2021-04-17,Balasore,3.4,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2021-04-18,Balasore,1.0,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,73
2021-04-19,Balasore,0.5,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,66
2021-04-20,Balasore,1.5,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,72
2021-04-21,Balasore,6.5,0.6,5.8,0.0,601,0.62,15,0,21.5,86.93,81
2021-04-22,Balasore,2.8,0.64,5.8,0.0,601,0.62,15,0,21.5,86.93,73
2021-04-23,Balasore,10.3,0.8,5.8,0.0,601,0.62,15,0,21.5,86.93,104
2021-04-24,Balasore,2.2,0.75,5.8,0.0,601,0.62,15,0,21.5,86.93,77
2021-04-25,Balasore,0.4,0.69,5.8,0.0,601,0.62,15,0,21.5,86.93,84
2021-04-26,Balasore,1.6,0.7,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2021-04-27,Balasore,8.1,0.78,5.8,0.0,601,0.62,15,0,21.5,86.93,87
2021-04-28,Balasore,1.2,0.76,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-04-29,Balasore,3.9,0.75,5.8,0.0,601,0.62,15,0,21.5,86.93,81
2021-04-30,Balasore,4.8,0.76,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-05-01,Balasore,0.6,0.73,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-05-02,Balasore,6.4,0.81,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-05-03,Balasore,2.6,0.79,5.8,0.0,601,0.62,15,0,21.5,86.93,84
2021-05-04,Balasore,2.6,0.77,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-05-05,Balasore,4.2,0.8,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-05-06,Balasore,15.7,1.06,5.8,0.0,601,0.62,15,0,21.5,86.93,125
2021-05-07,Balasore,2.1,0.99,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2021-05-08,Balasore,0.9,0.94,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-05-09,Balasore,1.5,0.9,5.8,0.0,601,0.62,15,0,21.5,86.93,70
2021-05-10,Balasore,9.2,0.98,5.8,0.0,601,0.62,15,0,21.5,86.93,113
2021-05-11,Balasore,2.6,0.88,5.8,0.0,601,0.62,15,0,21.5,86.93,67
2021-05-12,Balasore,0.4,0.83,5.8,0.0,601,0.62,15,0,21.5,86.93,66
2021-05-13,Balasore,0.5,0.73,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-05-14,Balasore,14.3,0.94,5.8,0.0,601,0.62,15,0,21.5,86.93,94
2021-05-15,Balasore,1.1,0.93,5.8,0.0,601,0.62,15,0,21.5,86.93,73
2021-05-16,Balasore,1.1,0.89,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-05-17,Balasore,5.7,0.95,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-05-18,Balasore,0.9,0.87,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2021-05-19,Balasore,2.0,0.82,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2021-05-20,Balasore,9.4,0.95,5.8,0.0,601,0.62,15,0,21.5,86.93,101
2021-05-21,Balasore,7.7,0.99,5.8,0.0,601,0.62,15,0,21.5,86.93,102
2021-05-22,Balasore,5.9,1.07,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-05-23,Balasore,28.0,1.53,5.8,0.0,601,0.62,15,0,21.5,86.93,123
2021-05-24,Balasore,11.9,1.62,5.8,0.0,601,0.62,15,0,21.5,86.93,97
2021-05-25,Balasore,0.6,1.46,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2021-05-26,Balasore,17.6,1.68,5.8,0.0,601,0.62,15,0,21.5,86.93,118
2021-05-27,Balasore,2.9,1.63,5.8,0.0,601,0.62,15,0,21.5,86.93,85
2021-05-28,Balasore,1.1,1.54,5.8,0.0,601,0.62,15,0,21.5,86.93,85
2021-05-29,Balasore,4.9,1.57,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-05-30,Balasore,4.0,1.52,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-05-31,Balasore,0.8,1.48,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2021-06-01,Balasore,4.6,1.51,5.8,0.0,601,0.62,15,0,21.5,86.93,82
2021-06-02,Balasore,0.5,1.41,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-06-03,Balasore,39.7,2.07,5.8,0.0,601,0.62,15,0,21.5,86.93,165
2021-06-04,Balasore,96.1,3.82,5.8,0.0,601,0.62,15,0,21.5,86.93,334
2021-06-05,Balasore,0.9,3.51,5.8,0.0,601,0.62,15,0,21.5,86.93,67
2021-06-06,Balasore,11.0,3.46,5.8,0.0,601,0.62,15,0,21.5,86.93,100
2021-06-07,Balasore,16.4,3.49,5.8,0.0,601,0.62,15,0,21.5,86.93,100
2021-06-08,Balasore,214.1,7.49,5.8,1.6900000000000004,601,0.62,15,1,21.5,86.93,1732
2021-06-09,Balasore,12.5,7.15,5.8,1.3500000000000005,601,0.62,15,2,21.5,86.93,354
2021-06-10,Balasore,2.1,6.66,5.8,0.8600000000000003,601,0.62,15,3,21.5,86.93,212
2021-06-11,Balasore,5.1,6.24,5.8,0.4400000000000004,601,0.62,15,4,21.5,86.93,193
2021-06-12,Balasore,12.0,5.99,5.8,0.1900000000000004,601,0.62,15,5,21.5,86.93,218
2021-06-13,Balasore,1.0,5.51,5.8,0.0,601,0.62,15,5,21.5,86.93,135
2021-06-14,Balasore,15.5,5.34,5.8,0.0,601,0.62,15,5,21.5,86.93,200
2021-06-15,Balasore,8.3,5.08,5.8,0.0,601,0.62,15,5,21.5,86.93,166
2021-06-16,Balasore,20.1,5.08,5.8,0.0,601,0.62,15,5,21.5,86.93,199
2021-06-17,Balasore,9.0,4.86,5.8,0.0,601,0.62,15,5,21.5,86.93,146
2021-06-18,Balasore,8.6,4.62,5.8,0.0,601,0.62,15,5,21.5,86.93,173
2021-06-19,Balasore,6.5,4.39,5.8,0.0,601,0.62,15,5,21.5,86.93,138
2021-06-20,Balasore,9.8,4.31,5.8,0.0,601,0.62,15,5,21.5,86.93,174
2021-06-21,Balasore,2.6,4.03,5.8,0.0,601,0.62,15,5,21.5,86.93,148
2021-06-22,Balasore,20.8,4.12,5.8,0.0,601,0.62,15,5,21.5,86.93,201
2021-06-23,Balasore,8.9,3.97,5.8,0.0,601,0.62,15,5,21.5,86.93,157
2021-06-24,Balasore,12.7,3.96,5.8,0.0,601,0.62,15,5,21.5,86.93,180
2021-06-25,Balasore,4.2,3.73,5.8,0.0,601,0.62,15,5,21.5,86.93,134
2021-06-26,Balasore,35.0,4.11,5.8,0.0,601,0.62,15,5,21.5,86.93,262
2021-06-27,Balasore,3.2,3.84,5.8,0.0,601,0.62,15,5,21.5,86.93,134
2021-06-28,Balasore,4.5,3.62,5.8,0.0,601,0.62,15,5,21.5,86.93,136
2021-06-29,Balasore,4.7,3.44,5.8,0.0,601,0.62,15,5,21.5,86.93,152
2021-06-30,Balasore,30.5,3.8,5.8,0.0,601,0.62,15,5,21.5,86.93,264
2021-07-01,Balasore,14.5,3.77,5.8,0.0,601,0.62,15,5,21.5,86.93,168
2021-07-02,Balasore,9.4,3.66,5.8,0.0,601,0.62,15,5,21.5,86.93,191
2021-07-03,Balasore,3.5,3.4,5.8,0.0,601,0.62,15,5,21.5,86.93,138
2021-07-04,Balasore,5.2,3.22,5.8,0.0,601,0.62,15,5,21.5,86.93,148
2021-07-05,Balasore,4.7,3.1,5.8,0.0,601,0.62,15,5,21.5,86.93,140
2021-07-06,Balasore,5.3,2.96,5.8,0.0,601,0.62,15,5,21.5,86.93,149
2021-07-07,Balasore,24.6,3.25,5.8,0.0,601,0.62,15,5,21.5,86.93,219
2021-07-08,Balasore,68.1,4.42,5.8,0.0,601,0.62,15,4,21.5,86.93,352
2021-07-09,Balasore,44.1,4.98,5.8,0.0,601,0.62,15,3,21.5,86.93,261
2021-07-10,Balasore,4.1,4.68,5.8,0.0,601,0.62,15,2,21.5,86.93,119
2021-07-11,Balasore,12.0,4.54,5.8,0.0,601,0.62,15,1,21.5,86.93,123
2021-07-12,Balasore,10.0,4.34,5.8,0.0,601,0.62,15,0,21.5,86.93,107
2021-07-13,Balasore,8.2,4.13,5.8,0.0,601,0.62,15,0,21.5,86.93,88
2021-07-14,Balasore,0.8,3.86,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2021-07-15,Balasore,16.7,3.89,5.8,0.0,601,0.62,15,0,21.5,86.93,110
2021-07-16,Balasore,15.1,3.91,5.8,0.0,601,0.62,15,0,21.5,86.93,115
2021-07-17,Balasore,19.2,4.02,5.8,0.0,601,0.62,15,0,21.5,86.93,131
2021-07-18,Balasore,30.1,4.28,5.8,0.0,601,0.62,15,0,21.5,86.93,146
2021-07-19,Balasore,48.8,4.92,5.8,0.0,601,0.62,15,0,21.5,86.93,175
2021-07-20,Balasore,14.8,4.85,5.8,0.0,601,0.62,15,0,21.5,86.93,118
2021-07-21,Balasore,16.9,4.82,5.8,0.0,601,0.62,15,0,21.5,86.93,125
2021-07-22,Balasore,3.2,4.5,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-07-23,Balasore,7.2,4.35,5.8,0.0,601,0.62,15,0,21.5,86.93,100
2021-07-24,Balasore,52.0,5.05,5.8,0.0,601,0.62,15,0,21.5,86.93,174
2021-07-25,Balasore,47.8,5.58,5.8,0.0,601,0.62,15,0,21.5,86.93,180
2021-07-26,Balasore,9.5,5.27,5.8,0.0,601,0.62,15,0,21.5,86.93,96
2021-07-27,Balasore,30.2,5.39,5.8,0.0,601,0.62,15,0,21.5,86.93,137
2021-07-28,Balasore,8.3,5.09,5.8,0.0,601,0.62,15,0,21.5,86.93,100
2021-07-29,Balasore,40.2,5.55,5.8,0.0,601,0.62,15,0,21.5,86.93,159
2021-07-30,Balasore,34.1,5.8,5.8,0.0,601,0.62,15,1,21.5,86.93,203
2021-07-31,Balasore,19.5,5.73,5.8,0.0,601,0.62,15,1,21.5,86.93,130
2021-08-01,Balasore,5.5,5.34,5.8,0.0,601,0.62,15,1,21.5,86.93,110
2021-08-02,Balasore,17.1,5.26,5.8,0.0,601,0.62,15,1,21.5,86.93,124
2021-08-03,Balasore,21.0,5.28,5.8,0.0,601,0.62,15,1,21.5,86.93,117
2021-08-04,Balasore,30.1,5.46,5.8,0.0,601,0.62,15,1,21.5,86.93,173
2021-08-05,Balasore,4.5,5.13,5.8,0.0,601,0.62,15,1,21.5,86.93,101
2021-08-06,Balasore,27.6,5.26,5.8,0.0,601,0.62,15,1,21.5,86.93,150
2021-08-07,Balasore,27.3,5.39,5.8,0.0,601,0.62,15,1,21.5,86.93,184
2021-08-08,Balasore,3.5,5.1,5.8,0.0,601,0.62,15,1,21.5,86.93,103
2021-08-09,Balasore,9.4,4.85,5.8,0.0,601,0.62,15,1,21.5,86.93,109
2021-08-10,Balasore,5.9,4.51,5.8,0.0,601,0.62,15,1,21.5,86.93,102
2021-08-11,Balasore,10.0,4.39,5.8,0.0,601,0.62,15,1,21.5,86.93,112
2021-08-12,Balasore,16.3,4.35,5.8,0.0,601,0.62,15,1,21.5,86.93,137
2021-08-13,Balasore,12.4,4.19,5.8,0.0,601,0.62,15,1,21.5,86.93,127
2021-08-14,Balasore,12.2,4.09,5.8,0.0,601,0.62,15,1,21.5,86.93,103
2021-08-15,Balasore,29.9,4.37,5.8,0.0,601,0.62,15,1,21.5,86.93,194
2021-08-16,Balasore,3.6,4.12,5.8,0.0,601,0.62,15,1,21.5,86.93,102
2021-08-17,Balasore,36.6,4.53,5.8,0.0,601,0.62,15,1,21.5,86.93,175
2021-08-18,Balasore,9.1,4.34,5.8,0.0,601,0.62,15,1,21.5,86.93,122
2021-08-19,Balasore,45.4,4.91,5.8,0.0,601,0.62,15,1,21.5,86.93,250
2021-08-20,Balasore,12.3,4.73,5.8,0.0,601,0.62,15,1,21.5,86.93,102
2021-08-21,Balasore,3.7,4.38,5.8,0.0,601,0.62,15,1,21.5,86.93,98
2021-08-22,Balasore,8.2,4.18,5.8,0.0,601,0.62,15,1,21.5,86.93,114
2021-08-23,Balasore,12.0,4.12,5.8,0.0,601,0.62,15,1,21.5,86.93,121
2021-08-24,Balasore,19.3,4.2,5.8,0.0,601,0.62,15,1,21.5,86.93,152
2021-08-25,Balasore,26.3,4.37,5.8,0.0,601,0.62,15,1,21.5,86.93,163
2021-08-26,Balasore,6.1,4.12,5.8,0.0,601,0.62,15,1,21.5,86.93,104
2021-08-27,Balasore,18.6,4.13,5.8,0.0,601,0.62,15,1,21.5,86.93,116
2021-08-28,Balasore,31.2,4.41,5.8,0.0,601,0.62,15,1,21.5,86.93,165
2021-08-29,Balasore,2.0,4.09,5.8,0.0,601,0.62,15,0,21.5,86.93,84
2021-08-30,Balasore,5.9,3.87,5.8,0.0,601,0.62,15,0,21.5,86.93,82
2021-08-31,Balasore,7.0,3.74,5.8,0.0,601,0.62,15,0,21.5,86.93,89
2021-09-01,Balasore,11.0,3.62,5.8,0.0,601,0.62,15,0,21.5,86.93,91
2021-09-02,Balasore,5.2,3.42,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-09-03,Balasore,8.0,3.3,5.8,0.0,601,0.62,15,0,21.5,86.93,95
2021-09-04,Balasore,32.2,3.71,5.8,0.0,601,0.62,15,0,21.5,86.93,153
2021-09-05,Balasore,12.5,3.6,5.8,0.0,601,0.62,15,0,21.5,86.93,89
2021-09-06,Balasore,15.2,3.57,5.8,0.0,601,0.62,15,0,21.5,86.93,104
2021-09-07,Balasore,3.9,3.35,5.8,0.0,601,0.62,15,0,21.5,86.93,91
2021-09-08,Balasore,16.9,3.39,5.8,0.0,601,0.62,15,0,21.5,86.93,125
2021-09-09,Balasore,5.2,3.18,5.8,0.0,601,0.62,15,0,21.5,86.93,85
2021-09-10,Balasore,10.1,3.12,5.8,0.0,601,0.62,15,0,21.5,86.93,100
2021-09-11,Balasore,7.2,2.94,5.8,0.0,601,0.62,15,0,21.5,86.93,85
2021-09-12,Balasore,1.4,2.74,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-09-13,Balasore,10.9,2.78,5.8,0.0,601,0.62,15,0,21.5,86.93,97
2021-09-14,Balasore,17.8,2.89,5.8,0.0,601,0.62,15,0,21.5,86.93,106
2021-09-15,Balasore,6.6,2.82,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2021-09-16,Balasore,7.6,2.73,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-09-17,Balasore,6.8,2.69,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-09-18,Balasore,5.4,2.6,5.8,0.0,601,0.62,15,0,21.5,86.93,97
2021-09-19,Balasore,7.3,2.52,5.8,0.0,601,0.62,15,0,21.5,86.93,110
2021-09-20,Balasore,14.5,2.61,5.8,0.0,601,0.62,15,0,21.5,86.93,118
2021-09-21,Balasore,3.8,2.48,5.8,0.0,601,0.62,15,0,21.5,86.93,70
2021-09-22,Balasore,16.4,2.62,5.8,0.0,601,0.62,15,0,21.5,86.93,104
2021-09-23,Balasore,6.9,2.56,5.8,0.0,601,0.62,15,0,21.5,86.93,81
2021-09-24,Balasore,12.0,2.59,5.8,0.0,601,0.62,15,0,21.5,86.93,100
2021-09-25,Balasore,59.3,3.58,5.8,0.0,601,0.62,15,0,21.5,86.93,209
2021-09-26,Balasore,6.2,3.37,5.8,0.0,601,0.62,15,0,21.5,86.93,92
2021-09-27,Balasore,6.8,3.24,5.8,0.0,601,0.62,15,0,21.5,86.93,87
2021-09-28,Balasore,1.3,3.02,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-09-29,Balasore,5.1,2.88,5.8,0.0,601,0.62,15,0,21.5,86.93,89
2021-09-30,Balasore,4.3,2.71,5.8,0.0,601,0.62,15,0,21.5,86.93,91
2021-10-01,Balasore,8.8,2.68,5.8,0.0,601,0.62,15,0,21.5,86.93,89
2021-10-02,Balasore,50.2,3.45,5.8,0.0,601,0.62,15,0,21.5,86.93,216
2021-10-03,Balasore,16.8,3.51,5.8,0.0,601,0.62,15,0,21.5,86.93,108
2021-10-04,Balasore,18.7,3.62,5.8,0.0,601,0.62,15,0,21.5,86.93,119
2021-10-05,Balasore,41.9,4.13,5.8,0.0,601,0.62,15,0,21.5,86.93,167
2021-10-06,Balasore,21.6,4.2,5.8,0.0,601,0.62,15,0,21.5,86.93,131
2021-10-07,Balasore,21.8,4.3,5.8,0.0,601,0.62,15,0,21.5,86.93,141
2021-10-08,Balasore,7.0,4.12,5.8,0.0,601,0.62,15,0,21.5,86.93,98
2021-10-09,Balasore,6.7,3.94,5.8,0.0,601,0.62,15,0,21.5,86.93,91
2021-10-10,Balasore,5.2,3.77,5.8,0.0,601,0.62,15,0,21.5,86.93,84
2021-10-11,Balasore,4.4,3.58,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-10-12,Balasore,27.4,3.76,5.8,0.0,601,0.62,15,0,21.5,86.93,159
2021-10-13,Balasore,16.8,3.77,5.8,0.0,601,0.62,15,0,21.5,86.93,107
2021-10-14,Balasore,19.8,3.87,5.8,0.0,601,0.62,15,0,21.5,86.93,127
2021-10-15,Balasore,16.5,3.89,5.8,0.0,601,0.62,15,0,21.5,86.93,124
2021-10-16,Balasore,29.6,4.14,5.8,0.0,601,0.62,15,0,21.5,86.93,148
2021-10-17,Balasore,26.9,4.28,5.8,0.0,601,0.62,15,0,21.5,86.93,151
2021-10-18,Balasore,5.6,3.99,5.8,0.0,601,0.62,15,0,21.5,86.93,101
2021-10-19,Balasore,10.8,3.87,5.8,0.0,601,0.62,15,0,21.5,86.93,99
2021-10-20,Balasore,15.4,3.89,5.8,0.0,601,0.62,15,0,21.5,86.93,109
2021-10-21,Balasore,8.5,3.76,5.8,0.0,601,0.62,15,0,21.5,86.93,95
2021-10-22,Balasore,13.0,3.72,5.8,0.0,601,0.62,15,0,21.5,86.93,109
2021-10-23,Balasore,7.8,3.5,5.8,0.0,601,0.62,15,0,21.5,86.93,101
2021-10-24,Balasore,5.4,3.39,5.8,0.0,601,0.62,15,0,21.5,86.93,94
2021-10-25,Balasore,8.9,3.3,5.8,0.0,601,0.62,15,0,21.5,86.93,97
2021-10-26,Balasore,15.8,3.35,5.8,0.0,601,0.62,15,0,21.5,86.93,95
2021-10-27,Balasore,12.3,3.38,5.8,0.0,601,0.62,15,0,21.5,86.93,91
2021-10-28,Balasore,3.5,3.23,5.8,0.0,601,0.62,15,0,21.5,86.93,87
2021-10-29,Balasore,14.8,3.25,5.8,0.0,601,0.62,15,0,21.5,86.93,104
2021-10-30,Balasore,2.9,3.1,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-10-31,Balasore,16.7,3.18,5.8,0.0,601,0.62,15,0,21.5,86.93,122
2021-11-01,Balasore,3.9,2.99,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-11-02,Balasore,5.1,2.85,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-11-03,Balasore,6.9,2.74,5.8,0.0,601,0.62,15,0,21.5,86.93,88
2021-11-04,Balasore,2.7,2.56,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-11-05,Balasore,26.2,2.89,5.8,0.0,601,0.62,15,0,21.5,86.93,124
2021-11-06,Balasore,0.9,2.65,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-11-07,Balasore,1.5,2.51,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-11-08,Balasore,11.5,2.53,5.8,0.0,601,0.62,15,0,21.5,86.93,103
2021-11-09,Balasore,6.1,2.47,5.8,0.0,601,0.62,15,0,21.5,86.93,89
2021-11-10,Balasore,3.5,2.32,5.8,0.0,601,0.62,15,0,21.5,86.93,90
2021-11-11,Balasore,0.3,2.16,5.8,0.0,601,0.62,15,0,21.5,86.93,68
2021-11-12,Balasore,4.4,2.06,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-11-13,Balasore,7.5,2.09,5.8,0.0,601,0.62,15,0,21.5,86.93,91
2021-11-14,Balasore,3.2,1.99,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2021-11-15,Balasore,0.3,1.83,5.8,0.0,601,0.62,15,0,21.5,86.93,72
2021-11-16,Balasore,0.6,1.7,5.8,0.0,601,0.62,15,0,21.5,86.93,64
2021-11-17,Balasore,5.0,1.68,5.8,0.0,601,0.62,15,0,21.5,86.93,82
2021-11-18,Balasore,5.2,1.64,5.8,0.0,601,0.62,15,0,21.5,86.93,84
2021-11-19,Balasore,0.4,1.51,5.8,0.0,601,0.62,15,0,21.5,86.93,68
2021-11-20,Balasore,2.1,1.47,5.8,0.0,601,0.62,15,0,21.5,86.93,85
2021-11-21,Balasore,3.2,1.37,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-11-22,Balasore,1.8,1.33,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2021-11-23,Balasore,4.2,1.34,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-11-24,Balasore,0.6,1.23,5.8,0.0,601,0.62,15,0,21.5,86.93,64
2021-11-25,Balasore,5.2,1.22,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-11-26,Balasore,4.4,1.19,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-11-27,Balasore,1.0,1.06,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2021-11-28,Balasore,0.9,0.97,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2021-11-29,Balasore,1.9,0.95,5.8,0.0,601,0.62,15,0,21.5,86.93,87
2021-11-30,Balasore,1.6,0.89,5.8,0.0,601,0.62,15,0,21.5,86.93,82
2021-12-01,Balasore,2.8,0.88,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2021-12-02,Balasore,1.9,0.88,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-12-03,Balasore,1.1,0.79,5.8,0.0,601,0.62,15,0,21.5,86.93,82
2021-12-04,Balasore,1.3,0.75,5.8,0.0,601,0.62,15,0,21.5,86.93,77
2021-12-05,Balasore,0.4,0.74,5.8,0.0,601,0.62,15,0,21.5,86.93,72
2021-12-06,Balasore,0.7,0.72,5.8,0.0,601,0.62,15,0,21.5,86.93,63
2021-12-07,Balasore,2.0,0.71,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2021-12-08,Balasore,0.6,0.62,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2021-12-09,Balasore,1.4,0.59,5.8,0.0,601,0.62,15,0,21.5,86.93,72
2021-12-10,Balasore,3.8,0.61,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-12-11,Balasore,0.0,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,70
2021-12-12,Balasore,2.4,0.56,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2021-12-13,Balasore,3.1,0.57,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-12-14,Balasore,1.7,0.57,5.8,0.0,601,0.62,15,0,21.5,86.93,65
2021-12-15,Balasore,0.5,0.54,5.8,0.0,601,0.62,15,0,21.5,86.93,78
2021-12-16,Balasore,0.6,0.55,5.8,0.0,601,0.62,15,0,21.5,86.93,83
2021-12-17,Balasore,0.5,0.56,5.8,0.0,601,0.62,15,0,21.5,86.93,73
2021-12-18,Balasore,0.4,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,66
2021-12-19,Balasore,1.0,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-12-20,Balasore,1.0,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-12-21,Balasore,2.8,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,86
2021-12-22,Balasore,0.4,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2021-12-23,Balasore,0.6,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,66
2021-12-24,Balasore,0.4,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2021-12-25,Balasore,0.1,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-12-26,Balasore,4.0,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2021-12-27,Balasore,1.7,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,73
2021-12-28,Balasore,1.4,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2021-12-29,Balasore,1.8,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2021-12-30,Balasore,0.6,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,71
2021-12-31,Balasore,0.5,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,73
2022-01-01,Balasore,0.0,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,72
2022-01-02,Balasore,1.9,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2022-01-03,Balasore,2.9,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2022-01-04,Balasore,1.2,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,74
2022-01-05,Balasore,0.2,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,69
2022-01-06,Balasore,1.3,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,80
2022-01-07,Balasore,0.9,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,76
2022-01-08,Balasore,1.6,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,75
2022-01-09,Balasore,0.6,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,72
2022-01-10,Balasore,0.7,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,79
2022-01-11,Balasore,0.9,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,72
